Country,Region,City,Population,Census_Year,Census_Date,Budget_USD,Actual_Spent_USD,Delay_Days,Census_Status,Supervisor,Households_Surveyed,Field_Workers,Data_Quality_Score
Canada,East,City_181,4550123,2018,14/10/2018,1371816.1,1402037.92,0,,John Doe,9834,45,64.85
USA,North,City_430,3721750,2010,28/08/2010,3932686.68,3932406.03,,Completed,Wei Zhang,2456,13,56.61
India,East,City_472,4736506,2005,20/08/2005,,4402380.76,,Completed,,2533,32,
Germany,West,City_469,1131726,2002,20/04/2002,1837337.65,1870319.29,135,,Jane Smith,283,38,
Canada,North,City_239,3262902,2012,12/12/2012,2772551.5,2803063.78,3,Cancelled,,5849,50,94.52
USA,South,City_191,2374803,1999,23/06/1999,2136689.35,2180296.27,0,In Progress,Wei Zhang,3668,13,70.57
Nigeria,East,City_218,504173,2008,15/06/2008,3324146.88,3366201.58,60,,,5367,50,62.17
Brazil,Central,City_384,,2009,16/03/2009,1201616.12,1200877.01,13,,,2907,9,56.66
China,Central,City_174,1182079,2002,19/01/2002,4100646.6,4138486.26,,,John Doe,449,22,76.14
Australia,Central,City_445,2546263,2020,19/09/2020,4228136.78,4253696,,Completed,Jane Smith,142,32,
UK,North,City_451,4526518,2011,05/04/2011,2242830.55,2279804.63,0,,Jane Smith,4688,7,54.83
India,Central,City_159,179196,2015,26/04/2015,68264.32,82854.21,0,Delayed,Wei Zhang,6805,35,73.01
India,Central,City_167,2007739,2006,27/03/2006,2245507.08,2285916.57,,Completed,Ali Khan,286,27,
UK,Central,City_455,1791872,2009,02/06/2009,555645.98,571660.43,0,Completed,,8548,27,67.48
Australia,Central,City_297,1731560,2021,19/05/2021,2389203.88,2437283.25,0,In Progress,,598,10,89.74
Nigeria,North,City_220,3946753,2018,23/08/2018,3532764.85,3572350.12,176,,Ali Khan,5476,24,65.47
Canada,South,City_286,2274895,2019,15/04/2019,817054.66,824905.7,,Completed,,5873,28,78.97
China,North,City_393,1153629,1999,07/12/1999,492793.82,498670.75,0,In Progress,,185,31,50.03
South Africa,North,City_440,3065798,2019,24/01/2019,1895617.21,1927203.05,0,Delayed,John Doe,3198,1,70.92
India,West,City_407,1461466,2004,19/10/2004,1223471.77,1268340.52,142,Delayed,Wei Zhang,4286,37,73.2
USA,East,City_22,3631509,2009,02/07/2009,3650330.13,3687291.94,,,Ali Khan,396,43,
South Africa,Central,City_109,1402248,2008,25/09/2008,2415224.56,2453834.03,132,Completed,,1903,23,
Canada,East,City_247,3240539,2014,18/12/2014,1113188.35,1139438.87,56,Cancelled,,6395,30,99.6
Germany,West,City_223,2170884,2018,23/10/2018,1797180.14,1822369.23,46,,,3079,24,56.8
South Africa,North,City_86,1635871,2019,17/02/2019,376023.63,395626.58,169,Cancelled,,8993,31,72.89
USA,West,City_429,2880516,2004,24/01/2004,4550037.1,4560663.54,100,Delayed,Wei Zhang,7359,28,
USA,Central,City_257,3537073,2011,01/11/2011,637374.65,648125.72,90,In Progress,Jane Smith,541,43,84.16
China,North,City_209,3421470,2012,02/11/2012,44873.5,87698.53,148,,Wei Zhang,2958,2,68.62
Australia,West,City_282,2726586,2021,14/12/2021,825725.48,861773.44,149,Delayed,Jane Smith,4377,12,69.92
UK,West,City_117,612260,2006,19/10/2006,4416498.42,4463323.43,,Cancelled,,2904,31,58.59
Germany,West,City_387,2421610,2021,17/07/2021,909605.1,916294.28,0,In Progress,John Doe,1253,20,
Brazil,South,City_76,891243,1999,17/06/1999,477552.19,519261.74,0,,Jane Smith,6357,25,60.18
China,North,City_496,32404,2006,17/10/2006,1361190.84,1361197.34,0,Cancelled,Ali Khan,567,36,72.08
India,West,City_98,3705489,2003,07/05/2003,3936455.92,3965997.59,0,Delayed,Ali Khan,4847,22,85
India,Central,City_233,1068253,2008,25/01/2008,312838.94,349778.56,0,Completed,John Doe,6983,16,86.55
Brazil,East,City_111,1711578,2010,05/06/2010,244587.45,287954.51,,In Progress,,3686,13,92.74
Australia,Central,City_251,3578018,2013,22/04/2013,4844902.07,4875372.1,33,In Progress,,4248,11,91.97
Nigeria,Central,City_398,1761421,2004,06/04/2004,4127963.48,4175025.3,0,,,5302,33,74.61
Nigeria,West,City_341,3815264,1996,16/11/1996,2350983.76,2368191.65,0,,Jane Smith,8721,33,90.55
China,South,City_241,167578,2019,14/12/2019,1893150.49,1941086.2,,Delayed,,6438,16,73.24
Germany,Central,City_437,2400695,2017,20/11/2017,2699052.82,2738840.03,,In Progress,,2313,13,
South Africa,South,City_8,4683917,2015,09/09/2015,4261650.87,4272175.24,159,,John Doe,656,37,95.33
Brazil,West,City_383,4963817,2014,13/07/2014,2894247.64,2906846.22,0,Cancelled,,211,13,62.22
USA,West,City_56,130989,1997,24/09/1997,2017331.58,2038247.56,149,In Progress,Wei Zhang,8624,38,94.11
Canada,North,City_268,1376791,2002,10/08/2002,849661.56,864053.57,118,In Progress,Wei Zhang,4462,37,54.15
Brazil,West,City_200,3396069,2010,22/01/2010,3622955.56,3633834.26,0,,Wei Zhang,7787,10,51.14
Nigeria,Central,City_257,4965460,2011,15/01/2011,2345130.59,2366207.22,0,,Ali Khan,3632,11,62.06
Australia,Central,City_7,2061833,2010,11/07/2010,4526484.49,4555963.62,0,,Jane Smith,5271,33,86.46
China,Central,City_155,3367343,2002,26/01/2002,4532107.84,4553411.47,8,,Jane Smith,9126,28,
Germany,North,City_472,1708289,2019,13/03/2019,4332759.49,4361733.78,0,In Progress,John Doe,6615,25,62.33
South Africa,East,City_223,2264875,2017,15/11/2017,1477659.63,1486539.33,117,In Progress,John Doe,1891,19,76.64
Canada,Central,City_127,3896904,2017,03/01/2017,1106091.8,1118413.16,,Cancelled,Jane Smith,3297,13,81.89
India,Central,City_464,1951314,2017,26/02/2017,2165057.25,2167895.82,,Completed,Wei Zhang,4124,46,83.82
Canada,Central,City_12,4875906,2009,04/04/2009,3993160.99,4021609.9,0,Delayed,Jane Smith,5732,40,81.01
Canada,West,City_440,1122893,2014,23/09/2014,4313681.52,4349605.9,0,,John Doe,388,46,
USA,Central,City_348,1715446,2004,04/02/2004,3638007.74,3668240.98,0,Completed,John Doe,3194,38,58.53
Brazil,Central,City_103,4294222,2006,23/02/2006,4062659.73,4097633.87,0,In Progress,John Doe,6605,24,94.69
South Africa,North,City_99,,2011,27/02/2011,23740.72,73259.21,0,In Progress,John Doe,684,39,
China,North,City_149,3582317,2019,11/11/2019,3787939.8,3787510.25,,Delayed,Wei Zhang,3172,17,76
Canada,South,City_293,655875,1999,26/05/1999,1826888.1,1863671.76,144,In Progress,Jane Smith,2257,8,50.42
Brazil,East,City_279,1692679,1996,05/11/1996,943997.19,993862.24,0,Cancelled,Jane Smith,3011,49,51.6
USA,East,City_233,2373921,1999,16/09/1999,1951718.96,1949655.91,0,Delayed,,9385,36,67.17
Nigeria,South,City_259,15980,2010,26/08/2010,3691069.13,3690320.04,144,Cancelled,Wei Zhang,5193,28,99.53
India,West,City_17,1160969,2000,07/04/2000,3511284.04,3543893.61,0,In Progress,Wei Zhang,935,44,72.83
Australia,East,City_315,2559764,2000,15/10/2000,1374375.38,1391514.09,58,,,2216,31,95.24
UK,East,City_418,4222563,2019,05/11/2019,4045858.46,4092747.98,,In Progress,Wei Zhang,8220,11,92.17
Canada,East,City_455,3003921,2014,04/12/2014,2716943.39,2743100.92,0,,Ali Khan,6758,19,60.4
Australia,North,City_272,2659668,2002,23/11/2002,4830572.42,4874143.28,126,Cancelled,,5415,45,94.05
Nigeria,South,City_61,4040039,2008,17/06/2008,273613.4,313705.63,107,In Progress,Wei Zhang,8215,22,93.48
Australia,North,City_216,1183164,2006,25/03/2006,1170804.06,1177774.64,0,In Progress,Wei Zhang,8006,19,68.64
India,Central,City_219,4929958,2002,26/10/2002,3920828.98,3945468.4,42,Delayed,,2323,38,99.61
Nigeria,South,City_227,1397416,2013,03/08/2013,4789467.94,4820084.05,,,John Doe,3579,5,67.94
UK,East,City_46,2349087,2012,26/08/2012,1633718.56,1669304.08,108,Unknown,Wei Zhang,259,39,55.97
Canada,North,City_425,1623953,2022,16/02/2022,1478732.02,1524683.99,0,,John Doe,2048,15,78.76
South Africa,South,City_455,515334,2012,28/04/2012,935106.32,952201.55,138,In Progress,Ali Khan,7385,36,62.13
USA,Central,City_127,3502719,2014,17/08/2014,2197734.56,2212043.82,0,Delayed,John Doe,4164,26,
UK,Central,City_6,153017,1998,18/02/1998,1543097.47,1581529.01,3,Completed,Jane Smith,2212,37,94.56
UK,North,City_221,561274,2006,19/01/2006,,4596608.08,0,,Jane Smith,9909,3,72.5
UK,West,City_255,3297568,2020,28/12/2020,2638931.07,2658468.12,,Delayed,Wei Zhang,5107,32,79.36
UK,West,City_183,4314530,2003,14/10/2003,384594.7,406920.8,0,Delayed,Jane Smith,6947,29,
India,South,City_182,1808216,1997,20/06/1997,2742459.82,2777119.54,99,Cancelled,Ali Khan,7847,16,60.04
Brazil,South,City_233,4967718,2004,26/12/2004,1339089.68,1345271.17,64,,John Doe,3749,20,55.6
UK,South,City_57,1678346,2020,07/09/2020,3161151.49,3201455.69,153,In Progress,John Doe,8005,28,71.39
India,North,City_229,2628368,2018,05/11/2018,2691397.47,2707360.57,,In Progress,,7671,39,80.04
Australia,West,City_116,2962028,2017,20/04/2017,4369505.16,4415703.94,116,Delayed,,1088,17,56.74
India,Central,City_16,453784,2015,11/12/2015,1266378.61,1269715.01,0,,,3684,37,82.29
Germany,South,City_258,2903344,2007,24/03/2007,110455.51,120377.48,1,Completed,John Doe,1738,28,87.55
China,West,City_317,1957945,2013,03/06/2013,2085139.46,2125856.78,40,Cancelled,,456,36,85.46
USA,West,City_61,105347,1996,20/02/1996,690227.56,693978.33,,Completed,John Doe,8694,42,91.44
South Africa,Central,City_357,2036723,2021,06/09/2021,1949192.92,1946382.13,178,In Progress,Jane Smith,5879,47,
USA,South,City_316,1452615,2009,15/07/2009,2794606.13,2793206.77,103,,Jane Smith,2421,15,
UK,South,City_160,1700104,2009,24/10/2009,2359622.68,2358592.31,0,Delayed,Wei Zhang,2862,8,97.44
India,South,City_426,4551889,2010,18/02/2010,836719.15,874507.3,177,,Jane Smith,7829,46,51.1
Brazil,East,City_13,1087900,2005,15/03/2005,2032794.93,2036071.9,,Completed,John Doe,7813,37,78.51
Canada,Central,City_319,3622386,2011,04/11/2011,1193857.02,1230651.01,,,,4112,30,68.06
India,South,City_364,4796131,2003,06/06/2003,3883597.41,3907160.87,,Cancelled,,8351,27,73.54
Brazil,East,City_113,3958173,1997,14/02/1997,3041447.01,3067163.69,52,,Jane Smith,1749,38,80.1
Germany,Central,City_206,3480372,1997,15/03/1997,3135382.05,3153739.81,0,Delayed,Wei Zhang,135,2,96.74
UK,East,City_403,3497054,2016,18/12/2016,1336481.37,1377254.67,0,,John Doe,8715,49,53.97
USA,West,City_60,4182665,2007,01/05/2007,410822.94,458009,,In Progress,John Doe,154,40,67.32
China,Central,City_495,4607613,1999,10/11/1999,2991952.39,3002270.75,83,Cancelled,,7963,26,78.4
USA,East,City_469,514705,2006,11/08/2006,569460.25,567925.99,,Cancelled,Ali Khan,4656,11,
South Africa,Central,City_142,4416171,2011,28/06/2011,1863838.28,1903135.62,0,,Jane Smith,726,42,96.23
Nigeria,Central,City_428,2922582,2002,08/02/2002,2160541.91,2199567.61,46,,,9685,3,61.11
Canada,West,City_39,2701657,2015,14/06/2015,3033965.95,3035270.57,26,Delayed,Ali Khan,9124,30,67.79
Australia,South,City_403,1501464,1999,04/10/1999,2272350.65,2276409.54,54,,,1342,6,
Germany,South,City_101,19842,2018,02/12/2018,3747079.44,3756367.64,0,,,2278,29,
Brazil,Central,City_11,,2022,15/10/2022,3991605.11,4033669.31,0,,,8557,39,94.59
China,South,City_433,4795751,2005,18/11/2005,2641349.68,2681200.68,,,Wei Zhang,1906,31,90.11
China,Central,City_377,1917419,2001,14/01/2001,314188.32,315690.45,0,,Ali Khan,5376,3,85.23
South Africa,Central,City_273,4865090,2012,26/05/2012,3492722.05,3513235.29,8,,,3754,20,51.13
Brazil,Central,City_314,3148460,2007,05/01/2007,1992356.36,2016930.41,0,Cancelled,Jane Smith,3125,25,69.01
USA,South,City_329,3724085,2021,23/04/2021,3797747.83,3817916.67,,In Progress,Jane Smith,2496,26,59.03
Germany,West,City_295,1481171,2003,04/10/2003,2187529.89,2229495.36,25,,,4926,34,53.9
USA,South,City_422,3937354,2003,22/09/2003,1334911.97,1361157.13,0,Cancelled,,8378,26,54.58
Germany,West,City_407,4130983,2022,02/07/2022,3794465.97,3837214.76,,Delayed,Wei Zhang,1108,2,94.57
India,North,City_105,2731094,2001,03/05/2001,3186429.52,3218278.21,1,Cancelled,Jane Smith,6890,2,86.39
South Africa,Central,City_2,3116518,2022,03/04/2022,3436928.27,3444377.06,0,Completed,Jane Smith,1152,19,64.89
Canada,East,City_151,4288991,1996,16/12/1996,3980922.94,4029860.09,4,Delayed,Ali Khan,373,7,55.67
Brazil,East,City_420,2687167,2010,25/07/2010,1912643.52,1949666.59,0,Completed,Ali Khan,9134,36,57.68
China,West,City_154,2771577,2007,17/05/2007,419337.91,453225.36,0,Delayed,John Doe,1874,37,61.2
India,East,City_370,2269885,2008,09/12/2008,3803213.59,3824796.41,,Delayed,John Doe,4151,28,58.53
Germany,East,City_257,2668502,2008,28/10/2008,4489321.23,4534901.34,,,,2033,39,61.47
UK,South,City_240,3006738,2000,21/02/2000,2128470.94,2127374.43,0,In Progress,John Doe,5007,50,86.51
UK,South,City_278,625339,2002,14/04/2002,4013286.03,4056819.25,35,Delayed,Ali Khan,7595,17,51.26
Canada,North,City_334,317006,2000,24/09/2000,2320943.42,2327090.82,0,,John Doe,4755,34,
Germany,North,City_107,53944,1999,23/09/1999,1670467.52,1702376.01,0,Completed,John Doe,3224,50,95.37
Brazil,South,City_389,183744,2007,01/03/2007,2818023.89,2836833.94,,Completed,Wei Zhang,3571,18,70.03
Nigeria,East,City_409,2714326,2007,12/12/2007,4801051.61,4827635.84,,,John Doe,3039,40,64.42
China,South,City_388,1846009,2014,25/07/2014,199010.7,197677.41,,In Progress,Wei Zhang,5641,24,90.12
Australia,East,City_71,2369530,2008,11/11/2008,3816154.69,3817357.26,137,Delayed,Jane Smith,5205,6,68.84
Brazil,Central,City_122,907033,2021,04/12/2021,1795633.19,1826427.08,,,John Doe,8002,31,94.78
USA,West,City_452,4465467,2000,24/09/2000,2981909.56,2992290.68,,,John Doe,8924,48,89.63
South Africa,West,City_419,638879,2019,28/06/2019,2448189.75,2458059.8,,In Progress,,5882,46,86.42
Germany,West,City_324,3639335,2010,15/03/2010,3723605.49,3731678.63,,Delayed,,6005,22,57.39
Germany,South,City_438,4082801,2013,14/10/2013,3241115.66,3288183.32,,Cancelled,Wei Zhang,1436,20,50.03
Nigeria,North,City_76,3462819,2002,04/01/2002,1700278.04,1744832.26,13,Completed,Wei Zhang,531,16,81.96
India,East,City_323,1290156,2015,08/11/2015,342867.73,368308.49,,Cancelled,Wei Zhang,5534,4,62.55
Australia,South,City_54,4998446,2008,09/10/2008,4503987.61,4515447.99,,Completed,Ali Khan,1152,21,55.83
UK,Central,City_237,3249813,2015,03/07/2015,272952.79,308584.72,,,John Doe,3034,1,76.55
Brazil,North,City_249,2907337,1998,11/07/1998,1214573.55,1221399.87,,,Wei Zhang,889,30,62.87
USA,South,City_48,661707,2018,19/07/2018,2811505.63,2814394.68,0,Cancelled,Ali Khan,7372,32,84.25
India,Central,City_119,1221003,2004,17/07/2004,3086513.23,3113962.07,0,Cancelled,Ali Khan,6016,15,70.69
India,East,City_259,4667822,2013,05/07/2013,713735.83,747075.19,152,Delayed,Wei Zhang,8334,45,75.76
China,Central,City_185,3932456,2015,09/09/2015,3513938.18,3563162.68,154,In Progress,Ali Khan,6879,6,
Canada,South,City_175,3003340,2012,22/03/2012,3273801.95,3323396.65,38,In Progress,Ali Khan,6960,6,56.85
USA,West,City_155,4470712,2017,05/11/2017,4672458.43,4682560.36,,Completed,Jane Smith,3637,23,75.58
Germany,North,City_452,997874,2020,07/11/2020,4792477.43,4792854.2,,,Jane Smith,1780,44,96.65
Australia,South,City_331,1266210,2021,25/05/2021,3724375.99,3764887.68,,,,5577,12,91.41
Germany,East,City_229,1123606,1999,27/03/1999,2135872.58,2144837.19,0,Cancelled,Wei Zhang,6847,50,98.18
Canada,North,City_212,869155,2020,02/07/2020,1274874.59,1314901.02,0,Cancelled,,6097,25,78.67
Australia,Central,City_460,2635412,2008,08/01/2008,860300.85,896800.99,0,Completed,Wei Zhang,4866,43,68.28
South Africa,South,City_431,4465874,2014,16/03/2014,,1858199.16,173,,Jane Smith,551,13,82.71
India,East,City_95,3532970,1997,07/04/1997,2096728.11,2109132.85,0,Cancelled,,1418,15,50.27
Germany,West,City_178,886594,2010,23/05/2010,3455693.62,3474365.82,0,Delayed,,6790,3,88.08
Canada,West,City_359,2717901,2017,13/11/2017,1015296.13,1012807.38,,Delayed,Ali Khan,9138,45,74.52
India,East,City_325,170134,2016,28/11/2016,2133952.86,2147834.11,0,Completed,,133,1,97.91
South Africa,South,City_432,,2001,07/07/2001,3349913.5,3376558.92,79,,,3202,6,93.13
Brazil,South,City_182,1700279,2006,25/03/2006,4742940.53,4745898.96,,Completed,,7158,27,
Canada,Central,City_24,3860787,2009,10/12/2009,1756692.89,1757934.19,97,Delayed,Jane Smith,8788,11,
USA,North,City_176,1370539,2014,14/06/2014,2140949.7,2146834.77,,,John Doe,1749,24,97.83
Canada,South,City_77,1448822,2001,16/07/2001,3165616.4,3192938.56,0,Cancelled,,7079,6,97.62
UK,Central,City_293,3976820,1996,07/09/1996,3221820.72,3268362.53,23,Cancelled,Wei Zhang,7894,15,78.33
Australia,North,City_29,3209220,2013,12/08/2013,4234999.95,4252539.01,0,Completed,,9699,7,
Germany,East,City_304,2377211,1996,25/12/1996,3790538.38,3810563.08,97,Cancelled,,4034,8,50.26
China,West,City_351,811694,2005,18/09/2005,2472828.9,2513614.27,,Cancelled,,1755,42,52.97
Brazil,West,City_178,1885272,2015,20/01/2015,3062811.76,3065923.51,0,Completed,,6869,20,90.2
USA,Central,City_245,3382469,2007,18/12/2007,1446761.69,1485471.39,0,Cancelled,Jane Smith,9764,24,92.81
India,North,City_397,1862370,2007,03/07/2007,3937633.39,3932679.34,0,,John Doe,2781,33,92.53
Canada,South,City_63,361769,2004,16/08/2004,4083268.81,4093168.27,,In Progress,John Doe,5702,47,57.73
South Africa,East,City_388,1371565,2012,10/05/2012,206964.68,229463.35,142,Delayed,,7123,6,82.9
Canada,East,City_174,187704,2013,02/03/2013,4161144.41,4199143.73,,Delayed,,2893,21,78.46
Nigeria,Central,City_210,4908290,2018,23/12/2018,1053870.23,1069122.33,100,Unknown,Jane Smith,1263,41,81.76
Nigeria,North,City_174,3659585,1997,27/07/1997,2927354.33,2934353.39,,Cancelled,Wei Zhang,963,49,79.99
Germany,East,City_481,4451820,1997,02/01/1997,1229217.35,1270509.03,110,,Wei Zhang,6919,6,61.74
Nigeria,East,City_66,1667475,2022,08/04/2022,3624207.28,3661745.42,0,Completed,Wei Zhang,6782,3,60.06
Canada,West,City_199,4566095,1999,15/04/1999,2140105.21,2143349.9,,Completed,,7313,37,64.77
Nigeria,East,City_16,3387798,2003,09/07/2003,2398134.55,2444791.95,,,Jane Smith,5126,43,
Germany,South,City_141,846277,1998,20/12/1998,3219589.51,3241874.08,,Cancelled,,4218,9,53.78
Brazil,North,City_151,3839184,2011,12/12/2011,828740.01,878649.89,51,Completed,Wei Zhang,5203,31,
Canada,North,City_75,3060307,2003,02/08/2003,4834898.47,4845682.21,104,Completed,,2385,48,61.8
UK,Central,City_343,198880,2008,23/12/2008,4215689.21,4219002.1,0,Delayed,,1319,4,54.65
India,South,City_286,453143,2017,23/03/2017,4582999.64,4599448.76,123,In Progress,Ali Khan,318,29,82.76
China,Central,City_461,673527,2020,22/04/2020,1798889.43,1832889.29,,Completed,John Doe,8758,41,57.34
Germany,South,City_483,2991470,1997,24/12/1997,177915.84,222871.54,74,Completed,Ali Khan,3728,12,73.21
USA,West,City_264,4312725,2007,15/01/2007,1754078.5,1791425.98,0,In Progress,,591,10,84.36
Brazil,East,City_41,4255679,2009,21/03/2009,1874527.15,1888489.84,0,Delayed,John Doe,1980,8,55.54
India,North,City_183,2114667,2015,14/07/2015,527446.84,576951.11,53,Completed,Ali Khan,213,33,88.03
Germany,North,City_129,1643934,2016,25/10/2016,828353.12,854829.81,,Completed,,3647,28,76.87
China,Central,City_435,3997715,1999,21/05/1999,1219084.94,1240168.19,152,Delayed,,6952,9,77.56
Australia,East,City_407,436732,2009,26/02/2009,4167269.52,4187990.6,,In Progress,Ali Khan,740,45,64.74
Brazil,West,City_14,130470,2015,17/07/2015,318016.32,347916.17,98,Delayed,John Doe,7230,9,79.39
Canada,Central,City_87,2798090,2011,18/08/2011,4750151.3,4781974.4,168,Cancelled,Wei Zhang,5903,33,78.84
Germany,South,City_104,816329,2004,26/10/2004,827045.81,844369.17,119,,Ali Khan,2241,7,75.62
South Africa,Central,City_27,3959439,2012,03/01/2012,3819752.44,3857373.19,,Delayed,,3820,29,60.69
China,North,City_488,4533725,2000,09/02/2000,1034217.66,1071589.06,0,,John Doe,3667,47,50.56
Germany,North,City_457,120733,1997,01/06/1997,1233764.38,1258677.44,77,,John Doe,4915,45,57.75
USA,North,City_222,4459661,2012,13/05/2012,2704692.61,2721261.21,,,,9872,25,79.94
USA,North,City_306,4975586,1996,04/07/1996,109596.92,133748.15,,In Progress,Wei Zhang,3708,32,57.47
China,West,City_197,4063016,2014,26/10/2014,2707699,2713463.56,,Completed,,1669,13,80.99
China,East,City_181,2874560,2005,22/07/2005,957613.33,985841.94,,Delayed,,7180,13,60.45
India,West,City_326,562672,2001,02/02/2001,4599217.34,4594375.27,131,In Progress,,1122,39,90.77
USA,Central,City_85,2489861,2009,24/04/2009,4509441.92,4528714.23,,Delayed,Ali Khan,4691,48,74.06
China,Central,City_69,3286508,1996,04/07/1996,1069913.67,1109104.99,28,In Progress,Jane Smith,7657,45,99.75
India,South,City_301,2036913,2012,04/12/2012,741169.36,742273.78,,,,8615,50,
Australia,North,City_498,1634427,1998,26/04/1998,1122927.78,1163352.32,5,,Wei Zhang,963,47,99.58
Brazil,West,City_281,320449,2017,27/08/2017,2696526.31,2730675.28,0,,Ali Khan,5497,36,58.22
Nigeria,North,City_221,,2012,08/06/2012,1771722.72,1798113.84,63,Cancelled,Jane Smith,4242,27,77.41
Brazil,Central,City_312,2925654,1999,06/07/1999,1620379.52,1617545.4,,,,6991,31,
China,Central,City_307,2318250,2017,02/02/2017,910251.12,935747.93,0,Completed,Ali Khan,2300,23,84.55
China,North,City_269,856979,2002,11/02/2002,4243711.95,4260363.82,,In Progress,Wei Zhang,5852,10,83.65
Canada,West,City_90,1084633,2000,23/09/2000,3339258.66,3369707.65,0,,,8265,31,81.8
